date,home_team,away_team,home_score,away_score,tournament,city,country,neutral,tournament_tier,result,sample_weight
2002-01-18,Haiti,Canada,0.0,2.0,Gold Cup,Miami,United States,True,3,0,0.9719516879463347
2002-01-18,Martinique,Costa Rica,0.0,2.0,Gold Cup,Miami,United States,True,3,0,0.9719516879463347
2002-01-19,El Salvador,Mexico,0.0,1.0,Gold Cup,Pasadena,United States,True,3,0,0.9719584250927767
2002-01-19,Mali,Liberia,1.0,1.0,African Cup of Nations,Bamako,Mali,False,3,1,0.9719584250927767
2002-01-19,USA,Korea Republic,2.0,1.0,Gold Cup,Pasadena,United States,False,3,2,0.9719584250927767
2002-01-20,Cameroon,Congo DR,1.0,0.0,African Cup of Nations,Sikasso,Mali,True,3,2,0.9719651622859178
2002-01-20,Costa Rica,Trinidad and Tobago,1.0,1.0,Gold Cup,Miami,United States,True,3,1,0.9719651622859178
2002-01-20,Ecuador,Haiti,0.0,2.0,Gold Cup,Miami,United States,True,3,0,0.9719651622859178
2002-01-20,Egypt,Senegal,0.0,1.0,African Cup of Nations,Bamako,Mali,True,3,0,0.9719651622859178
2002-01-20,South Africa,Burkina Faso,0.0,0.0,African Cup of Nations,Ségou,Mali,True,3,1,0.9719651622859178
2002-01-21,Algeria,Nigeria,0.0,1.0,African Cup of Nations,Bamako,Mali,True,3,0,0.971971899525758
2002-01-21,Mexico,Guatemala,3.0,1.0,Gold Cup,Pasadena,United States,True,3,2,0.971971899525758
2002-01-21,Morocco,Ghana,0.0,0.0,African Cup of Nations,Ségou,Mali,True,3,1,0.971971899525758
2002-01-21,Togo,Côte d'Ivoire,0.0,0.0,African Cup of Nations,Sikasso,Mali,True,3,1,0.971971899525758
2002-01-21,USA,Cuba,1.0,0.0,Gold Cup,Pasadena,United States,False,3,2,0.971971899525758
2002-01-21,Zambia,Tunisia,0.0,0.0,African Cup of Nations,Bamako,Mali,True,3,1,0.971971899525758
2002-01-22,Canada,Ecuador,0.0,2.0,Gold Cup,Miami,United States,True,3,0,0.9719786368122979
2002-01-22,Trinidad and Tobago,Martinique,0.0,1.0,Gold Cup,Miami,United States,True,3,0,0.9719786368122979
2002-01-23,Guatemala,El Salvador,0.0,1.0,Gold Cup,Pasadena,United States,True,3,0,0.9719853741455378
2002-01-23,Korea Republic,Cuba,0.0,0.0,Gold Cup,Pasadena,United States,True,3,1,0.9719853741455378
2002-01-24,Mali,Nigeria,0.0,0.0,African Cup of Nations,Bamako,Mali,False,3,1,0.9719921115254778
2002-01-24,South Africa,Ghana,0.0,0.0,African Cup of Nations,Ségou,Mali,True,3,1,0.9719921115254778
2002-01-25,Cameroon,Côte d'Ivoire,1.0,0.0,African Cup of Nations,Sikasso,Mali,True,3,2,0.9719988489521185
2002-01-25,Egypt,Tunisia,1.0,0.0,African Cup of Nations,Bamako,Mali,True,3,2,0.9719988489521185
2002-01-25,Liberia,Algeria,2.0,2.0,African Cup of Nations,Bamako,Mali,True,3,1,0.9719988489521185
2002-01-26,Burkina Faso,Morocco,1.0,2.0,African Cup of Nations,Ségou,Mali,True,3,0,0.9720055864254601
2002-01-26,Canada,Martinique,1.0,1.0,Gold Cup,Miami,United States,True,3,1,0.9720055864254601
2002-01-26,Congo DR,Togo,0.0,0.0,African Cup of Nations,Sikasso,Mali,True,3,1,0.9720055864254601
2002-01-26,Costa Rica,Haiti,2.0,1.0,Gold Cup,Miami,United States,True,3,2,0.9720055864254601
2002-01-26,Senegal,Zambia,1.0,0.0,African Cup of Nations,Bamako,Mali,True,3,2,0.9720055864254601
2002-01-27,Mexico,Korea Republic,0.0,0.0,Gold Cup,Pasadena,United States,True,3,1,0.972012323945503
2002-01-27,USA,El Salvador,4.0,0.0,Gold Cup,Pasadena,United States,False,3,2,0.972012323945503
2002-01-28,Liberia,Nigeria,0.0,1.0,African Cup of Nations,Mopti,Mali,True,3,0,0.9720190615122474
2002-01-28,Mali,Algeria,2.0,0.0,African Cup of Nations,Bamako,Mali,False,3,2,0.9720190615122474
2002-01-29,Cameroon,Togo,3.0,0.0,African Cup of Nations,Sikasso,Mali,True,3,2,0.9720257991256936
2002-01-29,Congo DR,Côte d'Ivoire,3.0,1.0,African Cup of Nations,Kayes,Mali,True,3,2,0.9720257991256936
2002-01-30,Burkina Faso,Ghana,1.0,2.0,African Cup of Nations,Mopti,Mali,True,3,0,0.9720325367858421
2002-01-30,Costa Rica,Korea Republic,3.0,1.0,Gold Cup,Pasadena,United States,True,3,2,0.9720325367858421
2002-01-30,South Africa,Morocco,3.0,1.0,African Cup of Nations,Ségou,Mali,True,3,2,0.9720325367858421
2002-01-30,USA,Canada,0.0,0.0,Gold Cup,Pasadena,United States,False,3,1,0.9720325367858421
2002-01-31,Egypt,Zambia,2.0,1.0,African Cup of Nations,Bamako,Mali,True,3,2,0.972039274492693
2002-01-31,Senegal,Tunisia,0.0,0.0,African Cup of Nations,Kayes,Mali,True,3,1,0.972039274492693
2002-02-02,Canada,Korea Republic,2.0,1.0,Gold Cup,Pasadena,United States,True,3,2,0.972052750046504
2002-02-02,USA,Costa Rica,2.0,0.0,Gold Cup,Pasadena,United States,False,3,2,0.972052750046504
2002-02-03,Mali,South Africa,2.0,0.0,African Cup of Nations,Kayes,Mali,False,3,2,0.9720594878934645
2002-02-03,Nigeria,Ghana,1.0,0.0,African Cup of Nations,Bamako,Mali,True,3,2,0.9720594878934645
2002-02-04,Cameroon,Egypt,1.0,0.0,African Cup of Nations,Sikasso,Mali,True,3,2,0.9720662257871289
2002-02-04,Senegal,Congo DR,2.0,0.0,African Cup of Nations,Bamako,Mali,True,3,2,0.9720662257871289
2002-02-07,Mali,Cameroon,0.0,3.0,African Cup of Nations,Bamako,Mali,False,3,0,0.9720864397483483
2002-02-07,Nigeria,Senegal,1.0,2.0,African Cup of Nations,Bamako,Mali,True,3,0,0.9720864397483483
2002-02-09,Mali,Nigeria,0.0,1.0,African Cup of Nations,Mopti,Mali,False,3,0,0.9720999159560194
2002-02-10,Senegal,Cameroon,0.0,0.0,African Cup of Nations,Bamako,Mali,True,3,1,0.9721066541299136
2002-03-09,American Samoa,New Caledonia,0.0,10.0,Oceania Nations Cup qualification,Apia,Samoa,True,2,0,0.9722886024810179
2002-03-09,Samoa,Tonga,2.0,0.0,Oceania Nations Cup qualification,Apia,Samoa,False,2,2,0.9722886024810179
2002-03-12,American Samoa,Tonga,2.0,7.0,Oceania Nations Cup qualification,Apia,Samoa,True,2,0,0.9723088210665249
2002-03-12,New Caledonia,Papua New Guinea,1.0,4.0,Oceania Nations Cup qualification,Apia,Samoa,True,2,0,0.9723088210665249
2002-03-14,Papua New Guinea,Tonga,5.0,0.0,Oceania Nations Cup qualification,Apia,Samoa,True,2,2,0.9723223003571081
2002-03-14,Samoa,American Samoa,5.0,0.0,Oceania Nations Cup qualification,Apia,Samoa,False,2,2,0.9723223003571081
2002-03-16,New Caledonia,Tonga,9.0,0.0,Oceania Nations Cup qualification,Apia,Samoa,True,2,2,0.972335779834557
2002-03-16,Samoa,Papua New Guinea,1.0,4.0,Oceania Nations Cup qualification,Apia,Samoa,False,2,0,0.972335779834557
2002-03-18,American Samoa,Papua New Guinea,0.0,7.0,Oceania Nations Cup qualification,Apia,Samoa,True,2,0,0.9723492594988743
2002-03-18,Samoa,New Caledonia,0.0,5.0,Oceania Nations Cup qualification,Apia,Samoa,False,2,0,0.9723492594988743
2002-05-31,France,Senegal,0.0,1.0,FIFA World Cup,Seoul,South Korea,True,4,0,0.9728481384707791
2002-06-01,Germany,Saudi Arabia,8.0,0.0,FIFA World Cup,Sapporo,Japan,True,4,2,0.9728548818310264
2002-06-01,Ireland,Cameroon,1.0,1.0,FIFA World Cup,Niigata,Japan,True,4,1,0.9728548818310264
2002-06-01,Uruguay,Denmark,1.0,2.0,FIFA World Cup,Ulsan,South Korea,True,4,0,0.9728548818310264
2002-06-02,Argentina,Nigeria,1.0,0.0,FIFA World Cup,Kashima,Japan,True,4,2,0.9728616252380156
2002-06-02,England,Sweden,1.0,1.0,FIFA World Cup,Saitama,Japan,True,4,1,0.9728616252380156
2002-06-02,Paraguay,South Africa,2.0,2.0,FIFA World Cup,Busan,South Korea,True,4,1,0.9728616252380156
2002-06-02,Spain,Slovenia,3.0,1.0,FIFA World Cup,Gwangju,South Korea,True,4,2,0.9728616252380156
2002-06-03,Brazil,Turkey,2.0,1.0,FIFA World Cup,Ulsan,South Korea,True,4,2,0.9728683686917472
2002-06-03,Croatia,Mexico,0.0,1.0,FIFA World Cup,Niigata,Japan,True,4,0,0.9728683686917472
2002-06-03,Italy,Ecuador,2.0,0.0,FIFA World Cup,Sapporo,Japan,True,4,2,0.9728683686917472
2002-06-04,China PR,Costa Rica,0.0,2.0,FIFA World Cup,Gwangju,South Korea,True,4,0,0.9728751121922216
2002-06-04,Japan,Belgium,2.0,2.0,FIFA World Cup,Saitama,Japan,False,4,1,0.9728751121922216
2002-06-04,Korea Republic,Poland,2.0,0.0,FIFA World Cup,Busan,South Korea,False,4,2,0.9728751121922216
2002-06-05,Germany,Ireland,1.0,1.0,FIFA World Cup,Kashima,Japan,True,4,1,0.9728818557394389
2002-06-05,Russia,Tunisia,2.0,0.0,FIFA World Cup,Kobe,Japan,True,4,2,0.9728818557394389
2002-06-05,USA,Portugal,3.0,2.0,FIFA World Cup,Suwon,South Korea,True,4,2,0.9728818557394389
2002-06-06,Cameroon,Saudi Arabia,1.0,0.0,FIFA World Cup,Saitama,Japan,True,4,2,0.9728885993333997
2002-06-06,Denmark,Senegal,1.0,1.0,FIFA World Cup,Daegu,South Korea,True,4,1,0.9728885993333997
2002-06-06,France,Uruguay,0.0,0.0,FIFA World Cup,Busan,South Korea,True,4,1,0.9728885993333997
2002-06-07,Argentina,England,0.0,1.0,FIFA World Cup,Sapporo,Japan,True,4,0,0.972895342974104
2002-06-07,Spain,Paraguay,3.0,1.0,FIFA World Cup,Jeonju,South Korea,True,4,2,0.972895342974104
2002-06-07,Sweden,Nigeria,2.0,1.0,FIFA World Cup,Kobe,Japan,True,4,2,0.972895342974104
2002-06-08,Brazil,China PR,4.0,0.0,FIFA World Cup,Seogwipo,South Korea,True,4,2,0.9729020866615522
2002-06-08,Italy,Croatia,1.0,2.0,FIFA World Cup,Kashima,Japan,True,4,0,0.9729020866615522
2002-06-08,South Africa,Slovenia,1.0,0.0,FIFA World Cup,Daegu,South Korea,True,4,2,0.9729020866615522
2002-06-09,Costa Rica,Turkey,1.0,1.0,FIFA World Cup,Incheon,South Korea,True,4,1,0.9729088303957448
2002-06-09,Japan,Russia,1.0,0.0,FIFA World Cup,Yokohama,Japan,False,4,2,0.9729088303957448
2002-06-09,Mexico,Ecuador,2.0,1.0,FIFA World Cup,Rifu,Japan,True,4,2,0.9729088303957448
2002-06-10,Korea Republic,USA,1.0,1.0,FIFA World Cup,Daegu,South Korea,False,4,1,0.9729155741766821
2002-06-10,Portugal,Poland,4.0,0.0,FIFA World Cup,Jeonju,South Korea,True,4,2,0.9729155741766821
2002-06-10,Tunisia,Belgium,1.0,1.0,FIFA World Cup,Ōita,Japan,True,4,1,0.9729155741766821
2002-06-11,Cameroon,Germany,0.0,2.0,FIFA World Cup,Fukuroi,Japan,True,4,0,0.9729223180043644
2002-06-11,Denmark,France,2.0,0.0,FIFA World Cup,Incheon,South Korea,True,4,2,0.9729223180043644
2002-06-11,Saudi Arabia,Ireland,0.0,3.0,FIFA World Cup,Yokohama,Japan,True,4,0,0.9729223180043644
2002-06-11,Senegal,Uruguay,3.0,3.0,FIFA World Cup,Suwon,South Korea,True,4,1,0.9729223180043644
2002-06-12,Nigeria,England,0.0,0.0,FIFA World Cup,Osaka,Japan,True,4,1,0.9729290618787918
2002-06-12,Slovenia,Paraguay,1.0,3.0,FIFA World Cup,Seogwipo,South Korea,True,4,0,0.9729290618787918
2002-06-12,South Africa,Spain,2.0,3.0,FIFA World Cup,Daejeon,South Korea,True,4,0,0.9729290618787918
2002-06-12,Sweden,Argentina,1.0,1.0,FIFA World Cup,Rifu,Japan,True,4,1,0.9729290618787918
2002-06-13,Costa Rica,Brazil,2.0,5.0,FIFA World Cup,Suwon,South Korea,True,4,0,0.9729358057999649
2002-06-13,Ecuador,Croatia,1.0,0.0,FIFA World Cup,Yokohama,Japan,True,4,2,0.9729358057999649
2002-06-13,Mexico,Italy,1.0,1.0,FIFA World Cup,Ōita,Japan,True,4,1,0.9729358057999649
2002-06-13,Turkey,China PR,3.0,0.0,FIFA World Cup,Seoul,South Korea,True,4,2,0.9729358057999649
2002-06-14,Belgium,Russia,3.0,2.0,FIFA World Cup,Fukuroi,Japan,True,4,2,0.972942549767884
2002-06-14,Japan,Tunisia,2.0,0.0,FIFA World Cup,Osaka,Japan,False,4,2,0.972942549767884
2002-06-14,Korea Republic,Portugal,1.0,0.0,FIFA World Cup,Incheon,South Korea,False,4,2,0.972942549767884
2002-06-14,Poland,USA,3.0,1.0,FIFA World Cup,Daejeon,South Korea,True,4,2,0.972942549767884
2002-06-15,Denmark,England,0.0,3.0,FIFA World Cup,Niigata,Japan,True,4,0,0.9729492937825492
2002-06-15,Germany,Paraguay,1.0,0.0,FIFA World Cup,Seogwipo,South Korea,True,4,2,0.9729492937825492
2002-06-16,Spain,Ireland,1.0,1.0,FIFA World Cup,Suwon,South Korea,True,4,1,0.9729560378439611
2002-06-16,Sweden,Senegal,1.0,2.0,FIFA World Cup,Ōita,Japan,True,4,0,0.9729560378439611
2002-06-17,Brazil,Belgium,2.0,0.0,FIFA World Cup,Kobe,Japan,True,4,2,0.9729627819521198
2002-06-17,Mexico,USA,0.0,2.0,FIFA World Cup,Jeonju,South Korea,True,4,0,0.9729627819521198
2002-06-18,Japan,Turkey,0.0,1.0,FIFA World Cup,Rifu,Japan,False,4,0,0.9729695261070258
2002-06-18,Korea Republic,Italy,2.0,1.0,FIFA World Cup,Daejeon,South Korea,False,4,2,0.9729695261070258
2002-06-21,England,Brazil,1.0,2.0,FIFA World Cup,Fukuroi,Japan,True,4,0,0.9729897588522303
2002-06-21,Germany,USA,1.0,0.0,FIFA World Cup,Ulsan,South Korea,True,4,2,0.9729897588522303
2002-06-22,Korea Republic,Spain,0.0,0.0,FIFA World Cup,Gwangju,South Korea,False,4,1,0.9729965031941284
2002-06-22,Senegal,Turkey,0.0,1.0,FIFA World Cup,Osaka,Japan,True,4,0,0.9729965031941284
2002-06-25,Korea Republic,Germany,0.0,1.0,FIFA World Cup,Seoul,South Korea,False,4,0,0.9730167365003172
2002-06-26,Brazil,Turkey,1.0,0.0,FIFA World Cup,Saitama,Japan,True,4,2,0.9730234810292127
2002-06-29,Korea Republic,Turkey,2.0,3.0,FIFA World Cup,Daegu,South Korea,False,4,0,0.9730437148964011
2002-06-30,Germany,Brazil,0.0,2.0,FIFA World Cup,Yokohama,Japan,True,4,0,0.9730504596122991
2002-07-06,Grenada,Saint Martin,8.0,3.0,Gold Cup qualification,St. George's,Grenada,False,2,2,0.9730909288894782
2002-07-07,Guadeloupe,Puerto Rico,4.0,0.0,Gold Cup qualification,Baie-Mahault,Guadeloupe,False,2,2,0.9730976739326431
2002-07-14,British Virgin Islands,St. Lucia,1.0,3.0,Gold Cup qualification,Road Town,British Virgin Islands,False,2,0,0.9731448905439188
2002-07-21,Puerto Rico,Guadeloupe,0.0,2.0,Gold Cup qualification,San Juan,Puerto Rico,False,2,0,0.9731921094462374
2002-07-28,Aruba,Suriname,0.0,2.0,Gold Cup qualification,Oranjestad,Aruba,False,2,0,0.9732393306397097
2002-07-28,Guyana,Curaçao,2.0,1.0,Gold Cup qualification,Georgetown,Guyana,False,2,2,0.9732393306397097
2002-07-28,St. Lucia,British Virgin Islands,8.0,1.0,Gold Cup qualification,Vieux Fort,Saint Lucia,False,2,2,0.9732393306397097
2002-08-04,Saint Martin,Grenada,1.0,7.0,Gold Cup qualification,Marigot,Saint Martin,False,2,0,0.9732865541244472
2002-08-11,Curaçao,Guyana,1.0,0.0,Gold Cup qualification,Willemstad,Curaçao,False,2,2,0.9733337799005609
2002-08-11,Suriname,Aruba,6.0,0.0,Gold Cup qualification,Paramaribo,Suriname,False,2,2,0.9733337799005609
2002-08-16,Dominican Republic,United States Virgin Islands,6.0,1.0,Gold Cup qualification,San Cristóbal,Dominican Republic,False,2,2,0.97336751400073
2002-08-18,Dominican Republic,United States Virgin Islands,5.0,1.0,Gold Cup qualification,San Cristóbal,Dominican Republic,False,2,2,0.9733810079681621
2002-09-06,Mauritania,Cape Verde Islands,0.0,2.0,African Cup of Nations qualification,Nouakchott,Mauritania,False,2,0,0.9735092099892135
2002-09-07,Armenia,Ukraine,2.0,2.0,UEFA Euro qualification,Yerevan,Armenia,False,2,1,0.9735159579317211
2002-09-07,Austria,Moldova,2.0,0.0,UEFA Euro qualification,Vienna,Austria,False,2,2,0.9735159579317211
2002-09-07,Azerbaijan,Italy,0.0,2.0,UEFA Euro qualification,Baku,Azerbaijan,False,2,0,0.9735159579317211
2002-09-07,Belgium,Bulgaria,0.0,2.0,UEFA Euro qualification,Brussels,Belgium,False,2,0,0.9735159579317211
2002-09-07,Bosnia-Herzegovina,Romania,0.0,3.0,UEFA Euro qualification,Sarajevo,Bosnia and Herzegovina,False,2,0,0.9735159579317211
2002-09-07,Botswana,Eswatini,0.0,0.0,African Cup of Nations qualification,Gaborone,Botswana,False,2,1,0.9735159579317211
2002-09-07,Madagascar,Egypt,1.0,0.0,African Cup of Nations qualification,Antananarivo,Madagascar,False,2,2,0.9735159579317211
2002-09-07,Croatia,Estonia,0.0,0.0,UEFA Euro qualification,Osijek,Croatia,False,2,1,0.9735159579317211
2002-09-07,Cyprus,France,1.0,2.0,UEFA Euro qualification,Nicosia,Cyprus,False,2,0,0.9735159579317211
2002-09-07,Faroe Islands,Scotland,2.0,2.0,UEFA Euro qualification,Toftir,Faroe Islands,False,2,1,0.9735159579317211
2002-09-07,Finland,Wales,0.0,2.0,UEFA Euro qualification,Helsinki,Finland,False,2,0,0.9735159579317211
2002-09-07,Gabon,Morocco,0.0,1.0,African Cup of Nations qualification,Libreville,Gabon,False,2,0,0.9735159579317211
2002-09-07,Greece,Spain,0.0,2.0,UEFA Euro qualification,Athens,Greece,False,2,0,0.9735159579317211
2002-09-07,Kenya,Togo,3.0,0.0,African Cup of Nations qualification,Nairobi,Kenya,False,2,2,0.9735159579317211
2002-09-07,Latvia,Sweden,0.0,0.0,UEFA Euro qualification,Riga,Latvia,False,2,1,0.9735159579317211
2002-09-07,Lithuania,Germany,0.0,2.0,UEFA Euro qualification,Kaunas,Lithuania,False,2,0,0.9735159579317211
2002-09-07,Namibia,Algeria,0.0,1.0,African Cup of Nations qualification,Windhoek,Namibia,False,2,0,0.9735159579317211
2002-09-07,Netherlands,Belarus,3.0,0.0,UEFA Euro qualification,Eindhoven,Netherlands,False,2,2,0.9735159579317211
2002-09-07,Niger,Ethiopia,3.0,1.0,African Cup of Nations qualification,Niamey,Niger,False,2,2,0.9735159579317211
2002-09-07,Norway,Denmark,2.0,2.0,UEFA Euro qualification,Oslo,Norway,False,2,1,0.9735159579317211
2002-09-07,Russia,Ireland,4.0,2.0,UEFA Euro qualification,Moscow,Russia,False,2,2,0.9735159579317211
2002-09-07,San Marino,Poland,0.0,2.0,UEFA Euro qualification,Serravalle,San Marino,False,2,0,0.9735159579317211
2002-09-07,Slovenia,Malta,3.0,0.0,UEFA Euro qualification,Ljubljana,Slovenia,False,2,2,0.9735159579317211
2002-09-07,Turkey,Slovakia,3.0,0.0,UEFA Euro qualification,Istanbul,Turkey,False,2,2,0.9735159579317211
2002-09-07,Uganda,Ghana,1.0,0.0,African Cup of Nations qualification,Kampala,Uganda,False,2,2,0.9735159579317211
2002-09-08,Angola,Nigeria,0.0,0.0,African Cup of Nations qualification,Luanda,Angola,False,2,1,0.9735227059210024
2002-09-08,Benin,Tanzania,4.0,0.0,African Cup of Nations qualification,Cotonou,Benin,False,2,2,0.9735227059210024
2002-09-08,Congo,Burkina Faso,0.0,0.0,African Cup of Nations qualification,Brazzaville,Congo,False,2,1,0.9735227059210024
2002-09-08,Equatorial Guinea,Sierra Leone,1.0,3.0,African Cup of Nations qualification,Malabo,Equatorial Guinea,False,2,0,0.9735227059210024
2002-09-08,Guinea,Liberia,3.0,0.0,African Cup of Nations qualification,Conakry,Guinea,False,2,2,0.9735227059210024
2002-09-08,Côte d'Ivoire,South Africa,0.0,0.0,African Cup of Nations qualification,Abidjan,Ivory Coast,False,2,1,0.9735227059210024
2002-09-08,Lesotho,Senegal,0.0,1.0,African Cup of Nations qualification,Maseru,Lesotho,False,2,0,0.9735227059210024
2002-09-08,Libya,Congo DR,3.0,2.0,African Cup of Nations qualification,Misrata,Libya,False,2,2,0.9735227059210024
2002-09-08,Liechtenstein,North Macedonia,1.0,1.0,UEFA Euro qualification,Vaduz,Liechtenstein,False,2,1,0.9735227059210024
2002-09-08,Seychelles,Eritrea,1.0,0.0,African Cup of Nations qualification,Victoria,Seychelles,False,2,2,0.9735227059210024
2002-09-08,Sudan,Zambia,0.0,1.0,African Cup of Nations qualification,Omdurman,Sudan,False,2,0,0.9735227059210024
2002-09-08,Switzerland,Georgia,4.0,1.0,UEFA Euro qualification,Basel,Switzerland,False,2,2,0.9735227059210024
2002-09-08,Zimbabwe,Mali,1.0,0.0,African Cup of Nations qualification,Harare,Zimbabwe,False,2,2,0.9735227059210024
2002-09-09,Central African Republic,Mozambique,1.0,1.0,African Cup of Nations qualification,Bangui,Central African Republic,False,2,1,0.9735294539570578
2002-10-11,Algeria,Chad,4.0,1.0,African Cup of Nations qualification,Annaba,Algeria,False,2,2,0.9737454158095116
2002-10-12,Albania,Switzerland,1.0,1.0,UEFA Euro qualification,Tirana,Albania,False,2,1,0.973752165389295
2002-10-12,Andorra,Belgium,0.0,1.0,UEFA Euro qualification,Sant Julià de Lòria,Andorra,False,2,0,0.973752165389295
2002-10-12,Belarus,Austria,0.0,2.0,UEFA Euro qualification,Minsk,Belarus,False,2,0,0.973752165389295
2002-10-12,Bulgaria,Croatia,2.0,0.0,UEFA Euro qualification,Sofia,Bulgaria,False,2,2,0.973752165389295
2002-10-12,Denmark,Luxembourg,2.0,0.0,UEFA Euro qualification,Copenhagen,Denmark,False,2,2,0.973752165389295
2002-10-12,Eritrea,Zimbabwe,0.0,1.0,African Cup of Nations qualification,Asmara,Eritrea,False,2,0,0.973752165389295
2002-10-12,Finland,Azerbaijan,3.0,0.0,UEFA Euro qualification,Helsinki,Finland,False,2,2,0.973752165389295
2002-10-12,France,Slovenia,5.0,0.0,UEFA Euro qualification,Saint-Denis,France,False,2,2,0.973752165389295
2002-10-12,Iceland,Scotland,0.0,2.0,UEFA Euro qualification,Reykjavík,Iceland,False,2,0,0.973752165389295
2002-10-12,Italy,Serbia,1.0,1.0,UEFA Euro qualification,Naples,Italy,False,2,1,0.973752165389295
2002-10-12,Lithuania,Faroe Islands,2.0,0.0,UEFA Euro qualification,Kaunas,Lithuania,False,2,2,0.973752165389295
2002-10-12,North Macedonia,Turkey,1.0,2.0,UEFA Euro qualification,Skopje,North Macedonia,False,2,0,0.973752165389295
2002-10-12,Liberia,Niger,1.0,0.0,African Cup of Nations qualification,Monrovia,Liberia,False,2,2,0.973752165389295
2002-10-12,Cape Verde Islands,Kenya,0.0,1.0,African Cup of Nations qualification,Praia,Cape Verde,False,2,0,0.973752165389295
2002-10-12,Malawi,Angola,1.0,0.0,African Cup of Nations qualification,Lilongwe,Malawi,False,2,2,0.973752165389295
2002-10-12,Malta,Israel,0.0,2.0,UEFA Euro qualification,Attard,Malta,False,2,0,0.973752165389295
2002-10-12,Mauritius,Madagascar,0.0,1.0,African Cup of Nations qualification,Centre de Flacq,Mauritius,False,2,0,0.973752165389295
2002-10-12,Moldova,Czechia,0.0,2.0,UEFA Euro qualification,Chișinău,Moldova,False,2,0,0.973752165389295
2002-10-12,Poland,Latvia,0.0,1.0,UEFA Euro qualification,Warsaw,Poland,False,2,0,0.973752165389295
2002-10-12,Romania,Norway,0.0,1.0,UEFA Euro qualification,Bucharest,Romania,False,2,0,0.973752165389295
2002-10-12,Sierra Leone,Gabon,2.0,0.0,African Cup of Nations qualification,Freetown,Sierra Leone,False,2,2,0.973752165389295
2002-10-12,Slovakia,England,1.0,2.0,UEFA Euro qualification,Bratislava,Slovakia,False,2,0,0.973752165389295
2002-10-12,Spain,Northern Ireland,3.0,0.0,UEFA Euro qualification,Albacete,Spain,False,2,2,0.973752165389295
2002-10-12,Sweden,Hungary,1.0,1.0,UEFA Euro qualification,Solna,Sweden,False,2,1,0.973752165389295
2002-10-12,Tanzania,Sudan,1.0,2.0,African Cup of Nations qualification,Mwanza,Tanzania,False,2,0,0.973752165389295
2002-10-12,Togo,Mauritania,1.0,0.0,African Cup of Nations qualification,Lomé,Togo,False,2,2,0.973752165389295
2002-10-12,Ukraine,Greece,2.0,0.0,UEFA Euro qualification,Kyiv,Ukraine,False,2,2,0.973752165389295
2002-10-12,Zambia,Benin,1.0,1.0,African Cup of Nations qualification,Lusaka,Zambia,False,2,1,0.973752165389295
2002-10-13,Burkina Faso,Central African Republic,2.0,1.0,African Cup of Nations qualification,Ouagadougou,Burkina Faso,False,2,2,0.9737589150158638
2002-10-13,South Africa,Burundi,2.0,0.0,African Cup of Nations qualification,Bloemfontein,South Africa,False,2,2,0.9737589150158638
2002-10-13,Congo DR,Botswana,2.0,0.0,African Cup of Nations qualification,Kinshasa,DR Congo,False,2,2,0.9737589150158638
2002-10-13,Ethiopia,Guinea,1.0,0.0,African Cup of Nations qualification,Addis Ababa,Ethiopia,False,2,2,0.9737589150158638
2002-10-13,Gambia,Lesotho,6.0,0.0,African Cup of Nations qualification,Bakau,Gambia,False,2,2,0.9737589150158638
2002-10-13,Ghana,Rwanda,4.0,2.0,African Cup of Nations qualification,Accra,Ghana,False,2,2,0.9737589150158638
2002-10-13,Mali,Seychelles,3.0,0.0,African Cup of Nations qualification,Bamako,Mali,False,2,2,0.9737589150158638
2002-10-13,Morocco,Equatorial Guinea,5.0,0.0,African Cup of Nations qualification,Rabat,Morocco,False,2,2,0.9737589150158638
2002-10-13,Mozambique,Congo,0.0,3.0,African Cup of Nations qualification,Maputo,Mozambique,False,2,0,0.9737589150158638
2002-10-13,Eswatini,Libya,2.0,1.0,African Cup of Nations qualification,Lobamba,Swaziland,False,2,2,0.9737589150158638
2002-10-16,Austria,Netherlands,0.0,3.0,UEFA Euro qualification,Vienna,Austria,False,2,0,0.973779164176284
2002-10-16,Bulgaria,Andorra,2.0,1.0,UEFA Euro qualification,Sofia,Bulgaria,False,2,2,0.973779164176284
2002-10-16,Czechia,Belarus,2.0,0.0,UEFA Euro qualification,Teplice,Czech Republic,False,2,2,0.973779164176284
2002-10-16,England,North Macedonia,2.0,2.0,UEFA Euro qualification,Southampton,England,False,2,1,0.973779164176284
2002-10-16,Estonia,Belgium,0.0,1.0,UEFA Euro qualification,Tallinn,Estonia,False,2,0,0.973779164176284
2002-10-16,Germany,Faroe Islands,2.0,1.0,UEFA Euro qualification,Hanover,Germany,False,2,2,0.973779164176284
2002-10-16,Greece,Armenia,2.0,0.0,UEFA Euro qualification,Athens,Greece,False,2,2,0.973779164176284
2002-10-16,Hungary,San Marino,3.0,0.0,UEFA Euro qualification,Budapest,Hungary,False,2,2,0.973779164176284
2002-10-16,Iceland,Lithuania,3.0,0.0,UEFA Euro qualification,Reykjavík,Iceland,False,2,2,0.973779164176284
2002-10-16,Ireland,Switzerland,1.0,2.0,UEFA Euro qualification,Dublin,Republic of Ireland,False,2,0,0.973779164176284
2002-10-16,Luxembourg,Romania,0.0,7.0,UEFA Euro qualification,Luxembourg,Luxembourg,False,2,0,0.973779164176284
